"ShowID","ShowDate","ShowName","DeadBaseID","VenueID","TapeRank","GotIT","Quality","MyNotes","ShowNotes","ShowFirstLine"
124,"1988-03-27","03-27-88",1753,6,122,0,-1,"","first Bob Weir ""Thin Man"" - last ""Space"": 10-31-85 [156] - only ""So What"" - last ""To Lay Me Down"": 10-17-83 [286]","03-27-88 Hampton Coliseum/, Hampton/, Va. (Sun)"
125,"1990-03-22","03-22-90",1906,75,123,0,-1,"","last ""Roses"": 04-09-89 [67] - final/last ""Hey Jude"": 03-01-69 [1525] - final/last ""Believe It"": 10-21-88 [89]","03-22-90 Copps Coliseum/, Hamilton/, Ontario/, Canada (Thu)"
126,"1990-09-16","09-16-90",1945,8,124,0,-1,"Dicks Picks 9","last ""Space"": 10-15-88 [132] - entire show comprises ""Dick's Picks Vol 9""","09-16-90 Madison Square Garden/, New York/, N.Y. (Sun)"
127,"1990-12-31","12-31-90",1970,24,125,0,-1,"","*with Branford Marsalis **with Hamza El-Din""Drumz"" before ""NFA"" for New Year's countdown - last ""Johnny B. Goode"": 12-27-89 [77] - Rebirth Brass Band, then Branford Marsalis opened - Bill Graham lowered to stage dressed as a witch doctor, accompanied by fire-eaters","12-31-90 Oakland Coliseum Arena/, Oakland/, Ca. (Mon)"
128,"1991-04-01","04-01-91",1985,76,126,0,-1,"","","04-01-91 Greensboro Coliseum/, Greensboro/, N.C. (Mon)"
129,"1991-06-25","06-25-91",2013,77,127,0,-1,"","","06-25-91 Sandstone Amphitheatre/, Bonner Springs/, Ks. (Tue)"
130,"1991-10-27","10-27-91",2039,24,128,0,-1,"","*with Carlos Santana and Gary Duncanfinal/last ""Mona"": 03-25-72 [1309]","10-27-91 Oakland Coliseum Arena/, Oakland/, Ca. (Sun)"
131,"1992-06-25","06-25-92",2089,40,129,0,-1,"","*with Steve Miller **also with James Cotton on harmonicaSteve Miller opened - last ""Schoolgirl"": 08-22-87 [374]","06-25-92 Soldier Field/, Chicago/, Il. (Thu)"
132,"1994-07-02","07-02-94",2219,43,130,1,-1,"","","07-02-94 Shoreline Amphitheatre/, Mountain View/, Ca. (Sat)"
133,"1994-10-05","10-05-94",2245,36,131,0,-1,"","Jerry remained onstage throughout ""Drumz""","10-05-94 The Spectrum/, Philadelphia/, Pa. (Wed)"
134,"1995-04-01","04-01-95",2284,78,132,0,-1,"","first ""Take Me""","04-01-95 The Pyramid/, Memphis/, Tn. (Sat)"
135,"1995-06-30","06-30-95",2309,79,133,0,-1,"","*final version final/last ""Gloria"": 09-18-93 [143]","06-30-95 Three Rivers Stadium/, Pittsburgh/, Pa. (Fri)"
136,"1969-04-21","04-21-69",403,54,134,0,-1,"","""Jam"" contains ""We Bid You Goodnight"" theme","04-21-69 The Ark/, Boston/, Ma. (Mon)"
137,"1969-06-14","06-14-69",430,80,135,0,-1,"","venue uncertain - Aum opened","06-14-69 Monterey Peninsula College/, Monterey/, Ca. (Sat)"
138,"1972-04-14","04-14-72",737,81,136,0,-1,"","last ""Who Do You Love"": 11-11-70 [112] - B. E. Women"" appears on ""Europe '72"" - FM broadcast on 05-20-72","04-14-72 Tivoli Concert Hall/, Copenhagen/, Denmark (Fri)"
139,"1972-05-23","05-23-72",752,26,137,0,-1,"","first ""Rockin Pneumonia"" - also: NRPS","05-23-72 The Strand Lyceum/, London/, England (Tue)"
140,"1973-09-21","09-21-73",853,36,138,0,-1,"","*with Martin Fierro and Joe Ellis on horns final ""Let Me Sing"" - Doug Sahm opened","09-21-73 The Spectrum/, Philadelphia/, Pa. (Fri)"
141,"1973-11-30","11-30-73",873,47,139,0,-1,"","*appears on ""Dick's Picks Vol 14""last ""Dark Star Jam"": 12-05-71 [156]","11-30-73 Boston Music Hall/, Boston/, Ma. (Fri)"
142,"1973-12-19","12-19-73",882,82,140,0,-1,"","*appears on ""Dick?s Picks Vol. 1""","12-19-73 Curtis Hixon Convention Hall/, Tampa/, Fl. (Wed)"
143,"1974-07-19","07-19-74",902,83,141,0,-1,"","Keith Godchaux's birthday","07-19-74 Selland Arena/, Fresno/, Ca. (Fri)"
144,"1974-10-20","10-20-74",922,602,142,0,-1,"","*with Mickey Hart""Farewell"" show: ""The Last One"" - last Wall Of Sound show - last ""Good Lovin"": 05-25-72 [168] - final ""Phil & Ned"" - ""Other One"" tease after ""NFA"" - ""Slipknot"" intro between ""Eyes"" and ""Stella Blue"" - ""Cold Rain"", ""Around"", ""Roses"", ""Promised"" and ""Stella Blue"" appear on ""Steal Your Face""","10-20-74 Winterland Arena/, San Francisco/, Ca. (Sun)"
145,"1975-09-28","09-28-75",926,84,143,1,-1,"","*with Matt Kellylast ""The Eleven Jam"": 01-16-70 [424] - also: Jefferson Starship","09-28-75 Lindley Meadows/, Golden Gate Pk/, San Francisco/, Ca. (Sun)"
146,"1976-06-11","06-11-76",931,47,144,0,-1,"","","06-11-76 Boston Music Hall/, Boston/, Ma. (Fri)"
147,"1977-05-22","05-22-77",995,85,145,0,-1,"","*appears on ""Dick's Picks Vol 3""""Funiculi Funicula"" tuning before ""Music"" - ""Terrapin"" does not include ""Lady With A Fan""","05-22-77 Sportatorium/, Pembroke Pines/, Fl. (Sun)"
148,"1981-03-28","03-28-81",1286,86,146,0,-1,"","*with Pete Townshend **with The Flying Karamozov BrothersTV and FM broadcast over Europe - also: The Who","03-28-81 Grugahalle/, Essen/, West Germany (Sat)"
149,"1982-08-07","08-07-82",1386,64,147,0,-1,"","","08-07-82 Alpine Valley Music Theatre/, East Troy/, Wi. (Sat)"
150,"1982-08-08","08-08-82",1387,64,148,0,-1,"","*with Zakir Hussain **also with John Cipollina""Wang Dang Doodle"" lyrics sung during ""Satisfaction""","08-08-82 Alpine Valley Music Theatre/, East Troy/, Wi. (Sun)"
151,"1982-08-10","08-10-82",1388,87,149,0,-1,"","""Beer Barrel Polka"" tuning into ""On The Road Again"" - ""Around"" tease before ""Sugar Magnolia"" - last concert at the fieldhouse","08-10-82 Fieldhouse/, University of Iowa/, Iowa City/, Ia. (Tue)"
152,"1985-06-14","06-14-85",1567,29,150,0,-1,"","first ""Keep On Growing"" - last ""Comes A Time"": 10-02-80 [331] - last ""Stagger Lee"": 08-10-82 [179] - ""Jam"" is Brent and percussion","06-14-85 Greek Theatre/, U. of California/, Berkeley/, Ca. (Fri)"
153,"1985-06-27","06-27-85",1574,88,151,0,-1,"","","06-27-85 Saratoga Performing Arts Center/, Saratoga/, N.Y. (Thu)"
154,"1985-09-03","09-03-85",1585,89,152,0,-1,"","final ""Cryptical"" - final/last ""Nobody's Fault"": 05-04-81 [295]","09-03-85 Starlight Theatre/, Kansas City/, Mo. (Tue)"
155,"1988-07-02","07-02-88",1782,90,153,0,-1,"","Little Feat opened - ""Mexican Hat Dance"" tuning before ""Memphis Blues""","07-02-88 Oxford Plains Speedway/, Oxford/, Me. (Sat)"
156,"1989-10-19","10-19-89",1883,36,154,0,-1,"","","10-19-89 The Spectrum/, Philadelphia/, Pa. (Thu)"
157,"1989-10-26","10-26-89",1888,91,155,0,-1,"","Extended tuning jam before ""Dark Star"" - ""Close Encounters"" space before ""Wheel""","10-26-89 Miami Arena/, Miami/, Fl. (Thu)"
158,"1990-03-26","03-26-90",1909,30,156,0,-1,"","*appears on ""Dozin' At The Knick""last ""Dupree's"": 04-05-89 [73] - last ""Big RxR Blues"": 09-18-88 [106] - final ""Built To Last"" - FM broadcast WPYX","03-26-90 Knickerbocker Arena/, Albany/, N.Y. (Mon)"
159,"1990-03-30","03-30-90",1912,5,157,0,-1,"","FM broadcast WNEW-New York - ""Help> Slipknot> Franklin's"" appear on ""Without A Net""","03-30-90 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Fri)"
160,"1990-07-16","07-16-90",1932,92,158,0,-1,"","final ""Blow Away"" - ""Jam"" includes brief ""Mind Left Body"" theme - Crosby, Stills & Nash opened","07-16-90 Rich Stadium/, Orchard Park/, N.Y. (Mon)"
161,"1990-10-27","10-27-90",1955,93,159,0,-1,"","last ""Saint"": 06-18-89 [103]","10-27-90 Zenith/, Paris/, France (Sat)"
162,"1990-11-01","11-01-90",1959,94,160,0,-1,"","Hornsby Piano Jam after Drumz - ""SOTM"" intro before ""Wharf Rat""","11-01-90 Wembley Arena/, London/, England (Thu)"
163,"1991-09-20","09-20-91",2033,12,161,0,-1,"","","09-20-91 Boston Garden/, Boston/, Ma. (Fri)"
164,"1991-12-28","12-28-91",2045,24,162,1,-1,"","without Bruce Hornsby - last ""Same Thing"": 12-31-71 [1321] - ""SOTM"" tease before ""Miracle""","12-28-91 Oakland Coliseum Arena/, Oakland/, Ca. (Sat)"
165,"1993-05-26","05-26-93",2136,65,163,1,-1,"","Rex benefit - 20th anniversary of Rock Med","05-26-93 Cal Expo Amphitheatre/, Sacramento/, Ca. (Wed)"
166,"1994-03-30","03-30-94",2200,95,164,0,-1,"","final ""Dark Star"" - ""Dark Star"" is first verse only","03-30-94 The Omni/, Atlanta/, Ga. (Wed)"
167,"1994-12-16","12-16-94",2265,96,165,0,-1,"","with Branford Marsalis except encore","12-16-94 Los Angeles Sports Arena/, Los Angeles/, Ca. (Fri)"
168,"1995-07-06","07-06-95",2312,97,166,0,-1,"","*final version concert dedicated to those injured after the previous show - final/last ""Big Boss Man"": 06-16-90 [390]","07-06-95 Riverport Amphitheatre/, Maryland Heights/, Mo. (Thu)"
169,"1968-08-21","08-21-68",308,7,167,0,-1,"","""Alligator"" contains ""We Bid You Goodnight"" theme - billing: GD; Kaleidoscope; Albert Collins","08-21-68 Fillmore West/, San Francisco/, Ca. (Wed)"
170,"1969-04-05","04-05-69",394,98,168,0,-1,"","""William Tell"" bridge after ""St. Stephen"" - also: Flying Burrito Bros; Aum","04-05-69 Avalon Ballroom/, San Francisco/, Ca. (Sat)"
171,"1969-06-07","06-07-69",426,7,169,0,-1,"","*with Janis Joplin !!! no Sugar Mags !!! - list may be incomplete - billing: GD; Jr. Walker & The All Stars; The Glass Family","06-07-69 Fillmore West/, San Francisco/, Ca. (Sat)"
172,"1969-12-12","12-12-69",491,99,170,0,-1,"","","12-12-69 Thelma Theater/, Los Angeles/, Ca. (Fri)"
173,"1970-02-02","02-02-70",515,100,171,0,-1,"","","02-02-70 Fox Theatre/, St. Louis/, Mo. (Mon)"
174,"1971-04-08","04-08-71",666,47,172,0,-1,"","""Merry-Go-Round Broke Down"" and unidentified tunings before ""BIODTL"" - first ""Second That Emotion"" - also: NRPS","04-08-71 Boston Music Hall/, Boston/, Ma. (Thu)"
175,"1971-04-27","04-27-71",679,3,173,0,-1,"not on archive.org","*with the Beach Boys **just the Beach Boys: Good Vibrations, I Get Aroundonly ""Help Me Rhonda"" - only ""Okie From Muskogee"" - only ""Riot In Cell Block #9"" - final ""Searchin"" - ""Bertha"" appears on ""Skull Fuck"" - also: NRPS - Orchestra $4.50","04-27-71 Fillmore East/, New York/, N.Y. (Tue)"
176,"1971-10-31","10-31-71",705,101,174,0,-1,"","also: NRPS - second set appears on ""Dick's Picks Vol 2""","10-31-71 Ohio Theatre/, Columbus/, Oh. (Sun)"
177,"1972-07-26","07-26-72",762,42,175,0,-1,"","""Mexican Hat Dance"" tuning before ""B. T. Wind"" - ""Dark Star"": both verses sung","07-26-72 Paramount Theater/, Portland/, Or. (Wed)"
178,"1972-11-19","11-19-72",802,102,176,0,-1,"","first ""WRS Prelude"" - ""Stars & Stripes Forever"" tuning before ""Tomorrow Is Forever"" - ""Nickelodeon"" tuning before ""Playin"" - ""Dixie"" tuning before ""Dark Star""","11-19-72 Hofheinz Pavilion/, Houston/, Tx. (Sun)"
179,"1973-06-22","06-22-73",836,103,177,0,-1,"","","06-22-73 P.N.E. Coliseum/, Vancouver/, B.C./, Canada (Fri)"
180,"1973-09-11","09-11-73",847,104,178,0,-1,"","*with Martin Fierro and Joe Ellis on hornsMickey Hart's 30th birthday - Doug Sahm opened","09-11-73 College Of William and Mary/, Williamsburg/, Va. (Tue)"
181,"1974-09-18","09-18-74",915,105,179,0,-1,"","last ""Caution Jam"": 04-22-69 [514] - last ""FOTD"": 12-11-72 [108]","09-18-74 Parc des Expositions/, Dijon/, France (Wed)"
182,"1976-06-14","06-14-76",933,106,180,0,-1,"","","06-14-76 Beacon Theatre/, New York/, N.Y. (Mon)"
183,"1976-06-19","06-19-76",937,60,181,0,-1,"","FM broadcast WOUR-Utica & WNEW-New York","06-19-76 Capitol Theatre/, Passaic/, N.J. (Sat)"
184,"1977-04-23","04-23-77",974,107,182,0,-1,"","last ""Me & My Uncle"": 06-17-75 [50]","04-23-77 Springfield Civic Center Arena/, Springfield/, Ma. (Sat)"
185,"1977-05-17","05-17-77",991,108,183,0,-1,"","""Jack A Roe"" appears on ""Fallout From The Phil Zone""","05-17-77 Memorial Coliseum/, U. of Alabama/, Tuscaloosa/, Al. (Tue)"
186,"1978-04-15","04-15-78",1052,104,184,0,-1,"","","04-15-78 College Of William and Mary/, Williamsburg/, Va. (Sat)"
187,"1978-10-22","10-22-78",1086,602,185,0,-1,"","*with Hamza El-Din **with Lee Oskar ***with John Cipollina""From Egypt With Love"" - Hamza El-Din performed a couple of solo songs before ""Ollin Arageed"" - last ""Caution Jam"": 10-19-74 [165] - final ""Mojo Jam""","10-22-78 Winterland Arena/, San Francisco/, Ca. (Sun)"
188,"1979-12-28","12-28-79",1180,55,186,0,-1,"","","12-28-79 Oakland Auditorium Arena/, Oakland/, Ca. (Fri)"
189,"1982-04-06","04-06-82",1361,36,187,0,-1,"","""Other One"" is second verse only","04-06-82 The Spectrum/, Philadelphia/, Pa. (Tue)"
190,"1982-08-03","08-03-82",1383,89,188,0,-1,"","","08-03-82 Starlight Theatre/, Kansas City/, Mo. (Tue)"
191,"1985-04-27","04-27-85",1565,51,189,0,-1,"","","04-27-85 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sat)"
192,"1985-11-05","11-05-85",1601,109,190,0,-1,"","final ""Kansas City"" - ""Happy Birthday"" for Bill Walton before ""Shakedown"" - first ""Playin Jam""","11-05-85 The Centrum/, Worcester/, Ma. (Tue)"
193,"1988-04-01","04-01-88",1757,11,191,0,-1,"","April Fools' Day ""Little Bunny Foo-Foo"" tuning before ""Half Step"" - final ""Thin Man""","04-01-88 Meadowlands Arena/, East Rutherford/, N.J. (Fri)"
194,"1989-06-21","06-21-89",1854,43,192,0,-1,"","*with Clarence Clemonspay-per-view TV broadcast - national FM broadcast - TV & FM broadcast cut during ""Brokedown"" - final/last ""Hideaway"" 11-07-71 [1147]","06-21-89 Shoreline Amphitheatre/, Mountain View/, Ca. (Wed)"
195,"1990-03-19","03-19-90",1904,110,193,0,-1,"","FM broadcast WHCN-Hartford","03-19-90 Hartford Civic Center/, Hartford/, Ct. (Mon)"
196,"1990-10-20","10-20-90",1952,111,194,0,-1,"","a portion of ""Dark Star"" appears on ""Infrared Roses"" - FM broadcast Radio 4 U","10-20-90 Internationales Congress Centrum/, Berlin/, Germany (Sat)"
197,"1990-12-12","12-12-90",1964,112,195,0,-1,"","""Dark Star"" is first verse only","12-12-90 McNichols Sports Arena/, Denver/, Co. (Wed)"
198,"1991-04-27","04-27-91",1992,39,196,0,-1,"","Carlos Santana opened - piano jam tuning before ""Sugar Magnolia""","04-27-91 Sam Boyd Silver Bowl/, U.N.L.V./, Las Vegas/, Nv. (Sat)"
199,"1991-09-16","09-16-91",2030,8,197,0,-1,"","","09-16-91 Madison Square Garden/, New York/, N.Y. (Mon)"
200,"1992-06-18","06-18-92",2085,25,198,0,-1,"","final/last ""Dark Star Jam"": 09-08-91 [61] - ""Dark Star Jam"" includes an instrumental verse","06-18-92 Charlotte Coliseum/, Charlotte/, N.C. (Thu)"
201,"1992-12-16","12-16-92",2101,24,199,0,-1,"","""Dark Star"" is second verse only","12-16-92 Oakland Coliseum Arena/, Oakland/, Ca. (Wed)"
202,"1993-02-23","02-23-93",2108,24,200,0,-1,"","*with Ornette Coleman **also with Graham Wiggins on didgeridooOrnette Coleman opened, Jerry played on the last song of his set - first ""Broken Arrow"" - Mardi Gras parade during ?Iko Iko?","02-23-93 Oakland Coliseum Arena/, Oakland/, Ca. (Tue)"
203,"1993-03-25","03-25-93",2120,44,201,0,-1,"","sound check: Space, Wave To The Wind","03-25-93 Dean Smith Center/, UNC/, Chapel Hill/, N.C. (Thu)"
204,"1994-06-19","06-19-94",2214,52,202,0,-1,"","Cracker opened","06-19-94 Autzen Stadium/, U. of Oregon/, Eugene/, Or. (Sun)"
205,"1994-06-26","06-26-94",2217,39,203,0,-1,"","sound system failure during ""Tom Thumb Blues""","06-26-94 Sam Boyd Silver Bowl/, U.N.L.V./, Las Vegas/, Nv. (Sun)"
206,"1995-05-26","05-26-95",2294,113,204,0,-1,"","","05-26-95 Seattle Center Memorial Coliseum/, Seattle/, Wa. (Fri)"
207,"1995-06-02","06-02-95",2297,43,205,0,-1,"","*with Guyto Monks final ""Alabama""","06-02-95 Shoreline Amphitheatre/, Mountain View/, Ca. (Fri)"
208,"1995-06-21","06-21-95",2303,30,206,0,-1,"","final ""Row Jimmy"" - ""Down In The Boondocks"" tuning to open the second set - final ""Woman Smarter"" - final/last ""Supplication Jam"": 08-14-91 [286] - final ""Morning Dew""","06-21-95 Knickerbocker Arena/, Albany/, N.Y. (Wed)"
209,"1995-07-08","07-08-95",2313,40,207,0,-1,"","*final versionThe Band opened","07-08-95 Soldier Field/, Chicago/, Il. (Sat)"
210,"1967-03-18","03-18-67",142,602,208,0,-1,"","also: Chuck Berry; Johnny Talbot & De Thangs","03-18-67 Winterland Arena/, San Francisco/, Ca. (Sat)"
211,"1969-04-27","04-27-69",408,114,209,0,-1,"","also: Bobby Lyle Quintet","04-27-69 Labor Temple/, Minneapolis/, Mn. (Sun)"
212,"1969-05-24","05-24-69",419,115,210,0,-1,"","""Big Rock Pow Wow"" - also: The Youngbloods","05-24-69 Seminole Indian Village/, West Hollywood/, Fl. (Sat)"
213,"1970-10-31","10-31-70a",617,116,211,0,-1,"","final ""Viola Lee Blues"" - also: NRPS","10-31-70a Gym/, S.U.N.Y./, Stony Brook/, N.Y. (Sat)"
214,"1970-10-31","10-31-70b",618,116,211,0,-1,"","also: NRPS","10-31-70b Gym/, S.U.N.Y./, Stony Brook/, N.Y. (Sat)"
215,"1971-02-20","02-20-71",648,15,212,0,-1,"","E.S.P. show - also: NRPS","02-20-71 Capitol Theater/, Port Chester/, N.Y. (Sat)"
216,"1971-08-06","08-06-71",689,117,213,0,-1,"","""Hard To Handle"" appears on ""Fallout From The Phil Zone"" - ""WRS Prelude"" tease after ""Me & My Uncle"" - also: NRPS - full moon - full lunar eclipse - ""Sugaree"" and ""El Paso"" from the previous night appear on some audience tapes","08-06-71 Hollywood Palladium/, Hollywood/, Ca. (Fri)"
217,"1971-12-05","12-05-71",717,118,214,0,-1,"","FM broadcast WNEW-New York - only ""Muddy Water"" - last ""Dark Star Jam"": 10-30-68 [390] - also: NRPS - Orchestra $3.50 - $5.50","12-05-71 Felt Forum/, Madison Square Garden/, New York/, N.Y. (Sun)"
218,"1971-12-14","12-14-71",722,119,215,0,-1,"","""Stars & Stripes Forever"" tuning before ""You Win Again"" - also: NRPS","12-14-71 Hill Auditorium/, Ann Arbor/, Mi. (Tue)"
219,"1972-08-22","08-22-72",766,120,216,0,-1,"","","08-22-72 Berkeley Community Theatre/, Berkeley/, Ca. (Tue)"
220,"1973-02-17","02-17-73",813,121,217,0,-1,"","""Beer Barrel Polka"" tuning before ""BIODTL""","02-17-73 St. Paul Auditorium/, St. Paul/, Mn. (Sat)"
221,"1973-03-24","03-24-73",825,36,218,0,-1,"","last ""Spanish Jam"": 02-11-70b [305]","03-24-73 The Spectrum/, Philadelphia/, Pa. (Sat)"
222,"1973-10-19","10-19-73",856,122,219,0,-1,"","first ""Mind Left Body Jam""","10-19-73 Oklahoma City Fairgrounds Arena/, Oklahoma City/, Ok. (Fri)"
223,"1973-11-10","11-10-73",865,602,220,0,-1,"","""Tico Tico"" tuning before ""Playin""","11-10-73 Winterland Arena/, San Francisco/, Ca. (Sat)"
224,"1974-03-23","03-23-74",886,71,221,0,-1,"","""The Sound Test"" for The Wall Of Sound - first ""Cassidy"" - first ""Scarlet""","03-23-74 Cow Palace/, Daly City/, Ca. (Sat)"
225,"1975-03-23","03-23-75",923,13,222,0,-1,"","first ""Blues For Allah"" - first ""Stronger Than Dirt"" - with Merl Saunders and Ned Lagin - without Donna - FM broadcast KIOI-San Francisco - Students Need Athletics Culture & Kicks (SNACK) benefit - also: Doobie Brothers; Graham Central Station; Mimi Farina; Jefferson Starship; Joan Baez; Santana; Tower Of Power; Bob Dylan with Neil Young","03-23-75 Kezar Stadium/, San Francisco/, Ca. (Sun)"
226,"1976-06-03","06-03-76",927,42,223,0,-1,"","sound check: ""St. Stephen"" - first ""Lazy Lightning"" - first ""Might As Well"" - first ""Samson"" - first ""Supplication"" - first ""Wheel"" - last ""Dancin"": 12-31-71 [203]","06-03-76 Paramount Theater/, Portland/, Or. (Thu)"
227,"1976-06-12","06-12-76",932,47,224,0,-1,"","FM broadcast WBCN-Boston - last ""Comes A Time"": 10-19-72 [144]","06-12-76 Boston Music Hall/, Boston/, Ma. (Sat)"
228,"1976-06-15","06-15-76",934,106,225,0,-1,"","","06-15-76 Beacon Theatre/, New York/, N.Y. (Tue)"
229,"1976-06-29","06-29-76",945,123,226,0,-1,"","FM broadcast WXRT - final ""Mission""","06-29-76 Auditorium Theater/, Chicago/, Il. (Tue)"
230,"1977-04-29","04-29-77",978,124,227,0,-1,"","venue used to be called ""Academy Of Music""","04-29-77 The Palladium/, New York/, N.Y. (Fri)"
231,"1977-05-13","05-13-77",989,123,228,0,-1,"","FM broadcast - first ""Jack A Roe""","05-13-77 Auditorium Theater/, Chicago/, Il. (Fri)"
232,"1977-11-02","11-02-77",1020,125,229,0,-1,"","","11-02-77 Field House/, Seneca College/, Toronto/, Canada (Wed)"
233,"1977-11-05","11-05-77",1022,126,230,0,-1,"","Phil solo and ""Take a step back"" to open second set","11-05-77 Community War Memorial/, Rochester/, N.Y. (Sat)"
234,"1978-04-08","04-08-78",1047,127,231,0,-1,"","","04-08-78 Veteran's Memorial Coliseum/, Jacksonville/, Fl. (Sat)"
235,"1978-04-14","04-14-78",1051,128,232,0,-1,"","","04-14-78 Cassell Coliseum/, Virginia Polytechnic/, Blacksburg/, Va. (Fri)"
236,"1978-04-16","04-16-78",1053,129,233,0,-1,"","","04-16-78 Huntington Civic Center/, Huntington/, W.V. (Sun)"
237,"1978-09-16","09-16-78",1081,130,234,1,-1,"","*with Hamza El-Din final ""Sunrise"" - lunar eclipse","09-16-78 Gizah Sound and Light Theater/, Cairo/, Egypt (Sat)"
